manufacturer,shortTitle,shortDescription,nettoprice,bruttoprice,images,category
HikVision,DS-2CD2820F,"2 Mpx vnitřní boxová IP kamera s digitálním WDR, objektiv C/CS (bez objektivu), alarm I/O, audio I/O, RS-485 (PTZ), MicroSD až 64GB",4150,5022,https://www.stasanet.cz/out/pictures/master/1/05192DBE-C4C4-4A4E-8975-4012215B06D5__DS-2CD28.jpg,2 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
,4FN 231 25.5/C,Modul BES KARAT INOX s bezdotykovou čtečkou RFID (bez zámku),2750,3328,https://www.stasanet.cz/out/pictures/master/1/FF6973DE-E510-4CD6-A994-9EA743AAD7E4__4FN-231-25.1-C.jpg,Moduly | Dveřní stanice KARAT-INOX | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
RX Corp.,RX-501C,"Audio modul - mikrofon pro kamery, vysoká citlivost, nízká hladina šumu, miniaturní mikrofonní zesilovač, konektory RCA (cinch) + DC (samice)",329,398,https://www.stasanet.cz/out/pictures/master/1/6BAF7F45-34DE-4F45-89BA-78BEDEA4B069__RX-501C.jpg,Audiomoduly | Příslušenství | Kamerové systémy
LAN-TEC,WM.3206.901,"10'' nástěnný rozvaděč, výška 6U, 350x270 mm",1599,1935,https://www.stasanet.cz/out/pictures/master/1/E80887C8-4FEE-4758-8409-20989249EC3B__WM.3206.901.jpg,Nástěnné LAN-TEC | Datové rozvaděče | SKS Strukturovaná kabeláž
ACI Farfisa,9083,Zápustná montážní krabička pro videotelefon Echos.,110,133,https://www.stasanet.cz/out/pictures/master/1/C5092C39-5057-4D43-B427-97DA4016866C__9083.jpg,Videotelefony | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
JOB-Detecomat,USB BIT,převod BITBUS na USB port pro připojení nadstavbového PC,21999,26619,,Spojení ústředen do sítě | Adresovatelné systémy | EPS Požární ochrana
LAN-TEC,KJ-010 UTL/C6,Tento typ keystonu je se zadním osazováním pomocí víčka a nevyžaduje nástroj pro zaříznutí vodičů,64,77,https://www.stasanet.cz/out/pictures/master/1/896625B8-204C-4490-8849-4780BC985D37__KJ-010-UTL-C6.jpg,Keystony | Metalická kabeláž | SKS Strukturovaná kabeláž
2N TELEKOMUNIKACE,9154101C,"9154101C, 2N Helios IP Video Kit - PCB (bez instalační krabice)",16042,19411,https://www.stasanet.cz/out/pictures/master/1/15171A96-BE16-4962-8148-74D06A505CC6__9154101C.jpg,Audio Kit | Helios IP Vario | 2N Interkomy | Domovní telefony
HikVision,DS-7108NI-K1/W/M,8-kanálový Wi-Fi NVR pro IP kamery (50Mb/40Mb),3013,3646,https://www.stasanet.cz/out/pictures/master/1/F9D57E3E-4134-4A42-A941-54883DE34C85__DS-71xxNI-K1-W-M.jpg,8-kanálové | Záznamová zařízení | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CE56D8T-VPIT/36,"2MPix venkovní DOME kamera TurboHD; ICR + EXIR + obj.3,6mm",1265,1531,https://www.stasanet.cz/out/pictures/master/1/47C3C4C2-65B7-41AA-A7B0-57C0A8A6665E__DS-2CE56D7T-VPIT.jpg,Dome kamery | 2 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
VAR-TEC,H,Jednoduché vyhřívání pro infrazávory VAR-TEC i jiné typy. Vyhřívání slouží pro zvýšení odolnosti infrazávor proti kondenzaci vody na krytu.,439,531,https://www.stasanet.cz/out/pictures/master/1/881269A2-5788-4258-9996-AD3F583AC3F5__VAR-TEC-20H.jpg,Infrabariéry | Venkovní detekce | EZS Paradox a ostatní
Sorhea,30620207,"Aktivní bezdrátová IR bariéra Solaris od společnosti Sorhea. Výška 2m, 3 detekční buňky, přijímač.",69950,84640,https://www.stasanet.cz/out/pictures/master/1/5ADB4CF8-BF69-47EF-A03C-664209C40C69__sorhea_solaris_01.jpg,Infrabariéry | Venkovní detekce | EZS Paradox a ostatní
LAN-TEC,EB.8047.901,Kvalitní stojanový datový rozvaděč určený pro vyšší zátěž,16999,20569,https://www.stasanet.cz/out/pictures/master/1/DD07C28B-2431-47BF-B419-B7FFC092B28F__EB.8047.901.jpg,Serverové LAN-TEC | Datové rozvaděče | SKS Strukturovaná kabeláž
,BNC T-konektor,"Redukce - rozbočka BNC (samec - vidlice) na 2× BNC (samice - zásuvka), rozbočení videosignálu na krátkou vzdálenost",31,38,https://www.stasanet.cz/out/pictures/master/1/C2AB8D2D-0FDC-464F-A050-08CEC820F15F__BNC-T-konektor.jpg,"Konektory | Kabely, konektory | Příslušenství | Kamerové systémy"
,TR. plast 32V/100VA,"Transformátor pro napájení zdroje PS-07 DUO s plastovým krytem zcela kryjícím „živé“ části trafa, se svorkovnicí a tavnou pojistkou.",549,664,https://www.stasanet.cz/out/pictures/master/1/A021DA2C-3FA4-45AC-9F84-7BA160853EC7__TR.-plast-32V-100VA.jpg,Transformátory | Doplňky pro EZS | EZS Paradox a ostatní
Estelar,Antivandal kryt RT,Antivandal kryt s el. zámkem pro RT300 - nerez,3100,3751,https://www.stasanet.cz/out/pictures/master/1/1839D67F-7334-4D28-B393-F4D61E4064DC__KRYT-RT.jpg,Doplňkový materiál | ACS Docházkové systémy
HikVision,DS-K1102M,Vnitřní bezkontaktní čtečka Mifare (HIKVISION),897,1085,https://www.stasanet.cz/out/pictures/master/1/463A16F5-56B2-4897-9108-A7E86CF7C2F3__DS-K1102M.jpg,Čtečky | ACS Přístupové systémy
JOB-Detecomat,LS 3300 VLC,"adresovatelná siréna pro smyčku LOOP 3000, 4 nastavitelné tóny, 85 dB/3 m, volně programovatelná, instaluje se buď pod svorkovnici SDB nebo samostatně s krytem AD",2199,2661,https://www.stasanet.cz/out/pictures/master/1/BD8BD444-0228-4E47-A805-2AA04EDFE7A8__ls_3300_vlc.jpg,Linkové signalizace | Adresovatelné systémy | EPS Požární ochrana
Maximum,OUT-LOOK,Venkovní/vnitřní detektor s duálním PIR + MW. Pro vyhlášení poplachu je potřeba detekce z PIR i MW senzoru.,3290,3981,https://www.stasanet.cz/out/pictures/master/1/4D5C26D3-27CF-4FF8-977C-30E33A4CF36B__OUT-LOOK.jpg,"Detektory PIR, PIR+MW | Venkovní detekce | EZS Paradox a ostatní"
HikVision,DS-3E1326P-E,"Web managed switch 24x100TX PoE + 2x Gb Uplink Combo port, 370W, dosah až 250m",7889,9546,https://www.stasanet.cz/out/pictures/master/1/B2BF1AD0-687E-456A-ADAE-6E75EE8C50E4__DS-3E1326P-E.jpg,PoE napájení | IP Hikvision | IP kamerové systémy | Kamerové systémy
RX Corp.,RX-100C,"1-kanálový pasivní převodník signálu AHD/TVI/CVI po kroucené dvojlince, HD rozlišení 720p/1080p/3Mpx/4Mpx/5Mpx, dosah až 300m, svorkovnice, balení v páru",210,254,https://www.stasanet.cz/out/pictures/master/1/A3C9E1FB-A74D-4939-B905-5D0F73C91631__RX-H202P.jpg,"Po krouceném páru | Převodníky UTP, LAN, WiFi | Příslušenství | Kamerové systémy"
ASSA ABLOY,898901-06-0A,"286312001001730, 898901-06-0A PAN.KOVANI BILE",6330,7659,https://www.stasanet.cz/out/pictures/master/1/7C234085-E9D6-4059-963C-E83B509757F0__898901-06-0A.jpg,Panikové hrazdy | Uzamykací systémy
JOB-Detecomat,Papír do tiskárny,Role papíru do termální tiskárny (5 ks v balení).,769,930,https://www.stasanet.cz/out/pictures/master/1/76D939DF-5465-4DDE-A168-1E1ABBA7BB51__papir_do_tiskarny_1.jpg,Moduly k ústřednám | Adresovatelné systémy | EPS Požární ochrana
MAZi Security Systems GmbH,ICH-42,"4Mpx vnitřní IP kamera, objektiv f2.8mm, IR 10m, WiFi, PIR, slot Micro SD/SDHC/SDXC (až 64GB), alarm I/O, mikrofon+reproduktor",3799,4597,https://www.stasanet.cz/out/pictures/master/1/2196161F-4BDA-4CCF-B495-520833B8B309__ICH-x2.jpg,4Mpx kamery | IP kamery MAZi | IP MAZi | IP kamerové systémy | Kamerové systémy
Western Digital,WD Gold 8TB,"Pevný disk WD Gold, SATA III, 8 TB, celoroční trvalý provoz 24/7/365, podnikové nasazení, náročné pracovní podmínky, 5 let záruka",7422,8981,https://www.stasanet.cz/out/pictures/master/1/D3619FB2-5411-4875-821A-E42B248A72C3__WD8003FRYZ.jpg,HDD Pevné disky | Záznamová zařízení | IP technologie Dahua | IP kamerové systémy | Kamerové systémy
ASSA ABLOY,SP002560,"SP002560, EN3600-09-0A STIT MADLO NEREZ",5690,6885,https://www.stasanet.cz/out/pictures/master/1/231172F1-0C4D-4845-81E3-BC598493F541__EN3300-15-0A.jpg,Panikové hrazdy | Uzamykací systémy
Commax,S-6P,"Stříška proti dešti pro Commax DRC-2UC, DRC-3UC a DRC-4UC",550,666,https://www.stasanet.cz/out/pictures/master/1/3A000940-6AEF-4D73-A4F8-883ED5DA2316__S-6P.jpg,Stříšky | Ochranné stříšky a krabičky | Videotelefony COMMAX - design | Domovní telefony
Paradox,RTX3-2R-433/868,Modul radiové bezdrátové nadstavby pro ústředny ESPRIT/SPECTRA SP/DIGIPLEX využívající obousměrnou komunikaci s možností připojit celý sortiment bezdrátových prvků MAGELLAN.,2519,3048,https://www.stasanet.cz/out/pictures/master/1/617A18CF-CD13-4413-8C6D-EEBD46E07ACA__RTX3-2R.jpg,Moduly | Systém DIGIPLEX EVO | EZS Paradox a ostatní
HikVision,DS-2CD2T83G0-I5/4,8MPix IP venkovní kamera; H265+;WDR+ICR+EXIR+obj.4mm,5175,6262,https://www.stasanet.cz/out/pictures/master/1/4A834399-C45C-440B-839B-D4C9BAEF1810__DS-2CD2T.jpg,8 Mpx (4K) | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
Paradox,DG85,"Venkovní ""OUTDOOR"" provedení typu DIGIGARD 75, odolnost vůči domácím zvířatům, výběr způsobu detekce DUAL/SINGLE.",2849,3447,https://www.stasanet.cz/out/pictures/master/1/4B1F2340-9EA4-4ECC-AD5B-93F877BF95D1__DG85.jpg,"Detektory PIR, PIR+MW | Venkovní detekce | EZS Paradox a ostatní"
,ZÁMEK,"Zámek určený pro uzamčení všech typů boxů pro ústředny, moduly a klávesnice. Zámek je dodáván se dvěma klíči.",119,144,https://www.stasanet.cz/out/pictures/master/1/CA61A9A5-E2FE-4A89-8664-A3FAD2E4E616__Z--MEK.jpg,Boxy | Doplňky pro EZS | EZS Paradox a ostatní
2N TELEKOMUNIKACE,9135130,Helios je moderní dveřní interkom s perfektním designem a funkcemi. Verze 3x1 tlačítko,5609,6787,https://www.stasanet.cz/out/pictures/master/1/A15F8DCE-99BE-48B5-97D9-2C7D2944954F__2n-helios_zakladni-modul-3x1-tlacitko.jpg,Základní moduly | Helios Analog | 2N Interkomy | Domovní telefony
HikVision,DS-2CE79U1T-IT3ZF,"8 Mpx DOME kamera TurboHD; 4V1; DWDR+EXIR; IP67; motor.obj. 2,7-13,5mm",3588,4341,https://www.stasanet.cz/out/pictures/master/1/5C3387E1-FDE1-4839-9CD4-5DE2E4596382__DS-2CE56H5T-IT3Z.jpg,Motor-Zoom kamery | 8 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
ACI Farfisa,VM2521,"2-vstupový modulátor pro připojení kamer k digitálnímu systému DUO, sledování prostoru na domácím videotelefonu",2340,2831,https://www.stasanet.cz/out/pictures/master/1/8A15C762-961C-437A-B7AB-AB35CF0298D9__VM2521.jpg,Zdroje a moduly | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
,4FA 249 57.2,Krabice KARAT pro 3 rám,72,87,https://www.stasanet.cz/out/pictures/master/1/AA97A6B8-A693-4D71-8530-C769C4476F78__4FA-249-57.1.jpg,Krabice pod omítku KARAT | Dveřní stanice KARAT-ANTIKA barva stříbrná | Digitální  audiosystém (2-BUS) | Tesla Stropkov | Domovní telefony
HikVision,DS-2CE78H8T-IT3F/28,"5 Mpx DOME kamera TurboHD; 4v1; WDR+EXIR; IP67; obj. 2,8mm",1840,2226,https://www.stasanet.cz/out/pictures/master/1/3263EA6C-A60D-4E2A-B5A0-1A9CE188AD3D__DS-2CE78U1T-IT3F.jpg,Kamery 4 v 1 | 5 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-1618ZJ,konzole na stěnu,391,473,https://www.stasanet.cz/out/pictures/master/1/46BAE5F6-A147-4AF6-8796-27D0B6B58080__DS-1618ZJ.jpg,Nástěnné držáky | Příslušenství | IP Hikvision | IP kamerové systémy | Kamerové systémy
Paradox,K37,"Bezdrátová ICON klávesnice s displejem k sytémům SPECTRA SP a MAGELLAN, která umožňuje zobrazování všech 32 zón.",3400,4114,https://www.stasanet.cz/out/pictures/master/1/BC0E213B-00ED-4B11-925F-8E1B75DBB371__K37.jpg,Klávesnice SP/MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
HikVision,DS-2CE56H5T-IT3Z,"5MPix Ultra-Low Light Dome kamera TurboHD; DWDR+EXIR; IP67; motor.obj. 2,8-12mm",3220,3896,https://www.stasanet.cz/out/pictures/master/1/27CC34E6-FE33-44E3-902A-42F24D44D17F__DS-2CE56H5T-IT3Z.jpg,Dome kamery | 5 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CD2535FWD-I/28,"3MPix IP venkovní DOME kamera; ICR + EXIR 10m; obj. 2,8mm",4830,5844,https://www.stasanet.cz/out/pictures/master/1/45FAC194-B6B7-48C2-9473-ABD3B8CFCB7A__DS-2CD25x5.jpg,3 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
LAN-TEC,PC-207 C5E UTP,Nestíněný měděný propojovací kabel s konektory RJ45,83,100,https://www.stasanet.cz/out/pictures/master/1/A62DCBF2-EA80-463C-BC90-3653B24D6F87__PatchKabel.jpg,Patch kabely | Metalická kabeláž | SKS Strukturovaná kabeláž
LAN-TEC,AD.6827.901,"Kvalitní stojanový datový rozvaděč, přední uzamykatelné perforované dveře, dvě odnimatelné bočnice a zadní plné uzamykatelné",8999,10889,https://www.stasanet.cz/out/pictures/master/1/205825F7-435D-4378-8953-30C717A8F57E__AD.6827.901.jpg,Stojanové LAN-TEC | Datové rozvaděče | SKS Strukturovaná kabeláž
ACI Farfisa,PL24S,Přídavný modul se čtyřmi tlačítky.,890,1077,https://www.stasanet.cz/out/pictures/master/1/8BDEB593-B587-4298-967A-E69E0B0C0D48__PL24S.jpg,Dveřní stanice Profilo | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
,4FN 877 14,"Zámek elektrický s nastavitelnou výškou západky, s mech. odblokováním a moment. kolíkem",580,702,https://www.stasanet.cz/out/pictures/master/1/37A7C79C-95D9-4920-81AA-91AF8AF960EC__4FN-877-14.jpg,Elektrické zámky | Tesla Stropkov | Domovní telefony
HikVision,DS-2CD4585F-IZ,IP kamera 4K(8MPix) s ICR; DWDR; PoE,22885,27691,https://www.stasanet.cz/out/pictures/master/1/A284C61C-496F-4730-B8C6-45C3A89AE06D__DS-2CD45.jpg,8 Mpx (4K) | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
JABLOTRON ALARMS a.s.,PLV-P-ST,Universální podložka pod kouřové a PIR stropní detektory,70,85,https://www.stasanet.cz/out/pictures/master/1/465A7470-B131-4564-BDE3-8403B33B3CB6__PLV-P-ST.jpg,Instalační příslušenství | EZS Alarmy Jablotron
ACI Farfisa,CV2124AB,"Kamerový modul dveřní stanice série Alba až pro 4 uživatele, široký úhel záběru, elektrický dveřní speaker, kompletace za pomocí AB21 nebo záslepky AB20",6530,7901,https://www.stasanet.cz/out/pictures/master/1/D8644B75-9E55-44E8-A837-03BEEDBCFFB3__CV2124AB.jpg,Dveřní stanice Alba | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
2N TELEKOMUNIKACE,9151005,"Robustní kovový sloupek pro instalaci interkomů Force/Safety do prostor, kde není možná montáž interkomu na stěnu, výška 120cm, černá barva",7243,8764,https://www.stasanet.cz/out/pictures/master/1/EB6F7C54-D258-4E7A-9A44-77ABF474A9A5__9151005.jpg,Doplňky | Helios IP FORCE | 2N Interkomy | Domovní telefony
Axxonsoft,NEXT START - server,"Licence pro jeden server, až 64 IP kamer, neomezené množství připojených serverů a klientů, základní živé analytické funkce",1,1,https://www.stasanet.cz/out/pictures/master/1/E7E37465-C68A-4CE0-8803-D30C60C2647F__next_start_licence_server.jpg,SW pro IP kamery | IP kamerové systémy | Kamerové systémy
JABLOTRON ALARMS a.s.,BAT-3V0-CR123A,"Lithiová baterie, 3V, pouzdro CR-123 do JA-84P a JA-80F/81F.",80,97,https://www.stasanet.cz/out/pictures/master/1/9CBDDAC6-28F2-4D00-AAC0-460B7CCC5225__BAT-3V0-CR123A.jpg,Příslušenství alarmů | JABLOTRON 80 - doprodej | EZS Alarmy Jablotron
Estelar,RT300W-TCP,"Docházkový terminál Wiegand, LCD display 2x16, fóliová klávesnice 4x4, paměť programu 64kB, zálohovaná paměť 256kB RAM, interní obvod reálného času, 2x relé pro ovládání zámku",11900,14399,https://www.stasanet.cz/out/pictures/master/1/96EBF058-3AA1-4EF5-B9FE-80B5F604E9C2__RT-300W.jpg,Bezkontaktní | Docházkové terminály | ACS Docházkové systémy
2N TELEKOMUNIKACE,9155064,Umožňuje montáž na sklo nebo nerovný povrch. Rozměry: 214x234mm,2340,2831,https://www.stasanet.cz/out/pictures/master/1/566F43FD-8B4A-4080-8C26-44BBF769CB61__9155064.jpg,Doplňky | Helios IP Verso | 2N Interkomy | Domovní telefony
LAN-TEC,MP-120 T6P4,Povrchová telefonní zásuvka s 2 porty CAT 3. Uchycení přívodních drátů pomocí šroubů s křížovou hlavou.,17,21,https://www.stasanet.cz/out/pictures/master/1/750A8659-066C-45C7-A319-860B26CDB222__MP-120-T6P4.jpg,Datové zásuvky | Metalická kabeláž | SKS Strukturovaná kabeláž
,3G-SM-70MET,"Čtyřdrátový magnetický kontakt polarizovaný v masivním provedení, určený pro povrchovou montáž na vrata a průmyslové použití. Drátové vývody v pancéřové chráničce.",395,478,https://www.stasanet.cz/out/pictures/master/1/59980481-75D1-4358-8DBC-4E3E8F429E63__3g_sm_70met.jpg,Magnetické kontakty | Vnitřní detekce | EZS Paradox a ostatní
UOVision,Skříňka pro UV/UM 53,"Ochranná kovová skříňka pro UV/UM 535, nejlepší možná ochrana proti odcizení nebo vandalizmu!",665,805,https://www.stasanet.cz/out/pictures/master/1/431AF7B0-FD92-4BC0-A32F-30F4FBB25070__skrin_535.jpg,Ochranné stříšky a zdroje | Fotopasti
ASSA ABLOY,898902-02-0A,"286312001000150, 898902-02-0A PAN.KOVANI-CERNE",6840,8276,https://www.stasanet.cz/out/pictures/master/1/F49CECBC-7ECD-47B9-B801-DF68D06482A9__898902-02-0A.jpg,Panikové hrazdy | Uzamykací systémy
VAR-TEC,VL-24-100m,"VL stíněný kabel typu „lanko“, 2 žíly průřez lanka 0,5 mm2 + 4 žíly 0,22 mm2, pro slaboproudé rozvody EZS v balení po 100m.",1115,1349,https://www.stasanet.cz/out/pictures/master/1/4DD582FC-63A7-4735-BF40-7BB6B2B35C9A__VL-24-100m.jpg,typ lanko | Kabely | EZS Paradox a ostatní
,4FF 692 32,Stříška pro montáž nad omítku GUARD 2 moduly,470,569,https://www.stasanet.cz/out/pictures/master/1/CAA02316-1923-4B46-99F3-EC8AFE392E24__4FF-692-32.jpg,Stříšky pro montáž nad omítku GUARD | Dveřní stanice GUARD | Digitální  audiosystém (2-BUS) | Tesla Stropkov | Domovní telefony
,F konektor 5 mm,"Šroubovací konektor vhodný pro kabely řady CB o průměru do 5mm, impedance 75Ω, jednoduchá montáž, kovové provedení odolné vůči korozi",5,6,https://www.stasanet.cz/out/pictures/master/1/219F9584-C69F-4CF8-9608-616213DCAE4A__F-konektor.jpg,"Konektory | Kabely, konektory | Příslušenství | Kamerové systémy"
ACI Farfisa,SE4252ABW,"Sada videotelefonu série SETTE (SE4252), dveřní stanice ALBA (CV2124AB) pro 1 uživatele a napájecího zdroje (2221MQ), systém DUO",14390,17412,https://www.stasanet.cz/out/pictures/master/1/5DC4B0BB-091E-45D5-B834-B8919CB0A15C__SE4252ABW.jpg,Sady videotelefonů | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
HikVision,DS-2CE16D0T-VFIR3F,"2MPix venkovní válečková kamera 4V1-TVI/CVI/AHD/CVBS; ICR + IR + objektiv 2,8-12mm",1472,1781,https://www.stasanet.cz/out/pictures/master/1/9EBD26EF-26B8-4706-B22D-CFA325100053__DS-2CE16D5T-AIR3ZH.jpg,Kompaktní kamery | 2 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CE16D8T-IT3Z,"2 Mpx venkovní motor-zoom dome HD TVI kamera, rozlišení Full HD 1920×1080@30fps, objektiv f2.8-12mm, EXIR IR 40m, WDR, DNR, ICR, UTC, IP66",2116,2560,https://www.stasanet.cz/out/pictures/master/1/31D387F5-BA0D-4610-8E3D-B9E8D0D132A6__DS-2CE16F7T-AIT3Z.jpg,Motor-Zoom kamery | 2 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-9632NI-I8,"32-kanálové NVR, datový tok 256/256 Mbps, záznam až 12Mpx, 8×SATA (max. 42TB), HDMI (4K@60Hz), alarm I/O, audio I/O, RS-485, RS-232",31648,38294,https://www.stasanet.cz/out/pictures/master/1/90DF81B9-EFD4-48D2-BEAE-CABBD1FD54D0__DS-96xxNI-I8.jpg,32-kanálové | Záznamová zařízení | IP Hikvision | IP kamerové systémy | Kamerové systémy
,SA.1127.001,Vertikální lyžina výška 27U,249,301,https://www.stasanet.cz/out/pictures/master/1/F6C33403-C353-45BA-9FEA-34B4891F2B5D__SA.1127.001.jpg,Příslušenství LAN-TEC | Datové rozvaděče | SKS Strukturovaná kabeláž
HikVision,DS-2CE16H8T-ITF/28,"5 Mpx kamera TurboHD; 4v1; WDR+EXIR; IP67; obj. 2,8mm",1587,1920,https://www.stasanet.cz/out/pictures/master/1/549BEA23-0F5F-4BA6-8506-58A95E62B153__DS-2CE16FxT-ITx.jpg,Kamery 4 v 1 | 5 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2DE5120I-AE,"1.3 Mpx venkovní PTZ dome IP kamera s IR na 150m, f4.7-94mm, 20× optický zoom, 16× digitální zoom, alarm I/O, PoE+, D-WDR",9999,12099,https://www.stasanet.cz/out/pictures/master/1/49314821-27D7-4FD2-8FB3-D46524E20B07__DS-2DE5x20.jpg,1.3 Mpx | PTZ kamery | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-K2604,"Řídící jednotka pro 4 dveře, IP komunikace, SW iVMS4200 v ceně",8004,9685,https://www.stasanet.cz/out/pictures/master/1/282F05C7-A324-4A0F-A2A1-4B1A04E98CA7__DS-K2604.jpg,Přístupové moduly TCP/IP | ACS Přístupové systémy
